DEAL_NO,CLIENT_NO,APPLICATION_ID,ORIGINATION_DATE,LOAN_SEGMENT,LOAN_PRODUCT,APPROVED_AMOUNT_GEL,CLOSURE_REASON,CLOSURE_DATE
520471,907088,100020471,2024-08-31,CB,Developer,105186.35,,
520472,908757,100020472,2024-08-31,RB,Consumer,834.59,,
520473,904626,100020473,2024-08-31,SML,Agro,3426.8,Matured,2026-03-31
520474,904499,100020474,2024-08-31,SMM,Agro,32589.68,,
520475,901918,100020475,2024-08-31,CB,Developer,183863.12,Paid Off Early,2025-08-31
520476,901956,100020476,2024-08-31,RB,Consumer,66.47,,
520477,901328,100020477,2024-08-31,SML,Working Capital,2354.86,Matured,2026-02-28
520478,907186,100020478,2024-08-31,SMM,Working Capital,39457.24,Matured,2025-11-30
520479,906129,100020479,2024-08-31,CB,Corporate Term Loan,199339.46,Paid Off Early,2024-11-30
520480,903358,100020480,2024-08-31,SML,Auto Loan,1506.06,,
520481,903742,100020481,2024-08-31,SML,Working Capital,4114.55,Refinanced,2025-06-30
520482,905122,100020482,2024-08-31,SMM,Trade Finance,46535.62,Refinanced,2024-09-30
520483,902366,100020483,2024-08-31,CB,Working Capital,258267.31,Matured,2025-04-30
520484,906866,100020484,2024-08-31,RB,Auto Loan,443.14,,
520485,904328,100020485,2024-08-31,SML,Corporate Term Loan,3539.85,Refinanced,2025-05-31
520486,906555,100020486,2024-08-31,SMM,Trade Finance,33949.87,Refinanced,2024-12-31
520487,901636,100020487,2024-08-31,CB,Corporate Term Loan,94003.05,,
520488,908626,100020488,2024-08-31,RB,Mortgage,1242.35,,
520489,901858,100020489,2024-08-31,SML,Corporate Term Loan,2197.98,Paid Off Early,2025-05-31
520490,904721,100020490,2024-08-31,SMM,Trade Finance,45818.95,Matured,2025-06-30
520491,908137,100020491,2024-08-31,CB,Corporate Term Loan,149982.26,Paid Off Early,2025-01-31
520492,908896,100020492,2024-08-31,RB,Auto Loan,1206.78,,
520493,907047,100020493,2024-08-31,SML,Corporate Term Loan,2171.78,,
520494,902132,100020494,2024-08-31,SMM,Agro,17234.92,Matured,2025-11-30
520495,906347,100020495,2024-08-31,CB,Trade Finance,241235.76,Matured,2026-02-28
520496,908746,100020496,2024-08-31,RB,Consumer,251.73,,
520497,904615,100020497,2024-08-31,SML,Working Capital,2855.54,,
520498,906304,100020498,2024-08-31,SMM,Agro,20757.98,Matured,2026-03-31
520499,904613,100020499,2024-08-31,CB,Working Capital,234720.94,Matured,2025-09-30
520500,907499,100020500,2024-08-31,RB,Mortgage,1380.1,,
520501,902672,100020501,2024-08-31,SML,Trade Finance,3571.13,Paid Off Early,2024-12-31
520502,900810,100020502,2024-08-31,SMM,Corporate Term Loan,42158.34,,
520503,904522,100020503,2024-08-31,CB,Working Capital,164451.79,Refinanced,2025-06-30
520504,908482,100020504,2024-08-31,RB,Mortgage,1314.57,Paid Off Early,2025-11-30
520505,903545,100020505,2024-08-31,SML,Working Capital,2294.57,Matured,2026-02-28
520506,902060,100020506,2024-08-31,SMM,Agro,35176.55,Refinanced,2026-05-31
520507,907894,100020507,2024-08-31,CB,Trade Finance,74398.2,Paid Off Early,2025-01-31
520508,908487,100020508,2024-08-31,RB,Auto Loan,1406.71,,
520509,901351,100020509,2024-08-31,SML,Working Capital,3470.67,,
520510,902810,100020510,2024-08-31,SMM,Trade Finance,43856.27,Matured,2026-01-31
520511,906372,100020511,2024-08-31,CB,Corporate Term Loan,212071.68,,
520512,907412,100020512,2024-08-31,RB,Auto Loan,1684.63,,
520513,905936,100020513,2024-08-31,SML,Trade Finance,4001.24,Matured,2026-05-31
520514,903890,100020514,2024-08-31,SMM,Developer,18718.62,Paid Off Early,2025-07-31
520515,904499,100020515,2024-08-31,CB,Developer,98590.92,,
520516,906538,100020516,2024-08-31,RB,Digital,746.08,Matured,2025-10-31
520517,903367,100020517,2024-08-31,SML,Trade Finance,2646.64,Matured,2025-10-31
520518,907357,100020518,2024-08-31,SMM,Agro,13552.1,Refinanced,2026-07-31
520519,901137,100020519,2024-08-31,CB,Corporate Term Loan,70160.37,,
520520,904946,100020520,2024-08-31,RB,Mortgage,103.41,,
520521,900275,100020521,2024-08-31,SML,Trade Finance,2199.2,Refinanced,2025-01-31
520522,905984,100020522,2024-08-31,SMM,Trade Finance,32059.35,Matured,2025-12-31
520523,908302,100020523,2024-08-31,CB,Trade Finance,225735.29,Refinanced,2025-05-31
520524,904679,100020524,2024-08-31,RB,Mortgage,1830.8,Paid Off Early,2025-08-31
520525,902948,100020525,2024-08-31,SML,Corporate Term Loan,3475.14,Refinanced,2024-09-30
520526,903674,100020526,2024-08-31,SMM,Agro,39898.18,,
520527,901438,100020527,2024-08-31,CB,Corporate Term Loan,91991.03,,
520528,904004,100020528,2024-08-31,SMM,Trade Finance,26540.9,Matured,2026-02-28
520529,908003,100020529,2024-08-31,CB,Working Capital,155895.07,Matured,2026-02-28
520530,902779,100020530,2024-08-31,SMM,Trade Finance,43625.88,Matured,2025-04-30
520531,901265,100020531,2024-08-31,SMM,Agro,20742.52,,
520532,907872,100020532,2024-08-31,SMM,Working Capital,41181.67,Matured,2026-01-31
520533,900983,100020533,2024-09-30,CB,Developer,161780.22,,
520534,907387,100020534,2024-09-30,CB,Trade Finance,250370.15,Matured,2026-04-30
520535,900899,100020535,2024-09-30,SML,Corporate Term Loan,3104.94,Refinanced,2025-12-31
520536,904311,100020536,2024-09-30,SMM,Working Capital,24118.08,Paid Off Early,2024-11-30
520537,901720,100020537,2024-09-30,SMM,Trade Finance,8663.35,Matured,2026-07-31
520538,901982,100020538,2024-09-30,SMM,Working Capital,13590.96,Paid Off Early,2024-11-30
520539,904031,100020539,2024-09-30,SML,Agro,4316.18,Refinanced,2026-05-31
520540,908183,100020540,2024-09-30,SMM,Corporate Term Loan,45386.45,,
520541,903341,100020541,2024-09-30,SMM,Developer,30682.3,,
520542,905512,100020542,2024-09-30,SMM,Trade Finance,8511.89,Paid Off Early,2025-02-28
520543,907506,100020543,2024-09-30,CB,Developer,173524.78,,
520544,901298,100020544,2024-09-30,SML,Corporate Term Loan,3675.73,,
520545,907467,100020545,2024-09-30,SML,Developer,4356.0,Paid Off Early,2024-11-30
520546,902919,100020546,2024-09-30,CB,Corporate Term Loan,172488.88,,
520547,903901,100020547,2024-09-30,CB,Corporate Term Loan,237473.3,,
520548,902695,100020548,2024-09-30,SMM,Corporate Term Loan,10472.18,Refinanced,2025-01-31
520549,901751,100020549,2024-09-30,CB,Developer,256611.63,,
520550,904662,100020550,2024-09-30,SML,Working Capital,2383.35,Matured,2025-05-31
520551,907258,100020551,2024-09-30,CB,Working Capital,250483.24,,
520552,902945,100020552,2024-09-30,SMM,Working Capital,40191.13,Matured,2025-08-31
520553,901334,100020553,2024-09-30,CB,Trade Finance,135710.39,Paid Off Early,2024-10-31
520554,901216,100020554,2024-09-30,SML,Trade Finance,4594.69,Paid Off Early,2025-08-31
520555,904200,100020555,2024-09-30,SML,Trade Finance,2780.67,Matured,2026-01-31
520556,908398,100020556,2024-09-30,CB,Developer,159029.91,,
520557,906391,100020557,2024-09-30,SMM,Agro,47155.12,Matured,2026-05-31
520558,903609,100020558,2024-09-30,SMM,Trade Finance,44609.67,,
520559,908366,100020559,2024-09-30,SML,Developer,4489.24,Refinanced,2025-02-28
520560,907298,100020560,2024-09-30,SMM,Developer,16980.34,Paid Off Early,2025-09-30
520561,906323,100020561,2024-09-30,SMM,Working Capital,17218.16,Matured,2026-05-31
520562,901086,100020562,2024-09-30,CB,Working Capital,191173.21,Paid Off Early,2025-02-28
520563,901177,100020563,2024-09-30,CB,Trade Finance,292075.69,Matured,2025-08-31
520564,905465,100020564,2024-09-30,CB,Working Capital,105486.99,Refinanced,2025-03-31
520565,902159,100020565,2024-09-30,CB,Trade Finance,120106.68,,
520566,901965,100020566,2024-09-30,CB,Working Capital,158354.38,Matured,2025-10-31
520567,906023,100020567,2024-09-30,CB,Trade Finance,126393.84,Matured,2025-10-31
520568,901900,100020568,2024-09-30,SMM,Trade Finance,27340.9,Refinanced,2025-04-30
520569,901887,100020569,2024-09-30,SMM,Trade Finance,15208.41,Matured,2025-10-31
520570,907815,100020570,2024-09-30,SML,Agro,2861.13,,
520571,906680,100020571,2024-09-30,SML,Corporate Term Loan,2589.13,,
520572,908968,100020572,2024-09-30,SMM,Agro,6209.54,,
520573,905371,100020573,2024-09-30,SMM,Trade Finance,34410.92,Matured,2026-03-31
520574,904060,100020574,2024-09-30,CB,Working Capital,165384.58,Matured,2025-08-31
520575,903498,100020575,2024-09-30,SML,Trade Finance,3862.09,Matured,2026-03-31
520576,908949,100020576,2024-09-30,SML,Trade Finance,3638.5,Matured,2026-03-31
520577,902379,100020577,2024-09-30,SML,Corporate Term Loan,3277.44,,
520578,901579,100020578,2024-09-30,SMM,Trade Finance,19950.0,Matured,2026-03-31
520579,902217,100020579,2024-09-30,SMM,Corporate Term Loan,24015.21,,
520580,903724,100020580,2024-09-30,SMM,Corporate Term Loan,26826.22,,
520581,908889,100020581,2024-09-30,CB,Working Capital,183373.81,Paid Off Early,2025-08-31
520582,900555,100020582,2024-09-30,SML,Agro,3067.05,Refinanced,2024-12-31
520583,900220,100020583,2024-09-30,SMM,Trade Finance,8683.38,Matured,2025-05-31
520584,902131,100020584,2024-09-30,SML,Working Capital,4375.33,Matured,2026-03-31
520585,901048,100020585,2024-09-30,SMM,Developer,24097.19,,
520586,902190,100020586,2024-09-30,SMM,Trade Finance,15467.99,Matured,2025-03-31
520587,904670,100020587,2024-09-30,SML,Trade Finance,2683.41,Matured,2026-04-30
520588,904223,100020588,2024-09-30,SMM,Corporate Term Loan,31417.75,,
520589,901639,100020589,2024-09-30,SMM,Agro,12815.78,Refinanced,2025-11-30
520590,903413,100020590,2024-09-30,SMM,Corporate Term Loan,20552.35,,
520591,906721,100020591,2024-09-30,SML,Working Capital,4311.61,Matured,2026-04-30
520592,907786,100020592,2024-09-30,SML,Agro,2348.59,Refinanced,2025-10-31
520593,904857,100020593,2024-09-30,SML,Working Capital,2491.22,Paid Off Early,2024-12-31
520594,905729,100020594,2024-09-30,CB,Working Capital,281908.16,Matured,2025-11-30
520595,905732,100020595,2024-09-30,SMM,Corporate Term Loan,40836.59,,
520596,908081,100020596,2024-09-30,SML,Trade Finance,4653.81,Matured,2025-08-31
520597,905848,100020597,2024-09-30,SMM,Developer,8254.03,,
520598,901335,100020598,2024-09-30,CB,Trade Finance,102508.21,Matured,2025-04-30
520599,908405,100020599,2024-09-30,SML,Agro,2681.45,Matured,2026-04-30
520600,902883,100020600,2024-09-30,SML,Working Capital,3689.16,,
520601,903533,100020601,2024-09-30,CB,Corporate Term Loan,196974.22,,
520602,904602,100020602,2024-09-30,SMM,Trade Finance,12676.98,Matured,2025-04-30
520603,900772,100020603,2024-09-30,SML,Developer,3351.91,Paid Off Early,2025-10-31
520604,903730,100020604,2024-09-30,SMM,Trade Finance,34929.76,Matured,2025-07-31
520605,905502,100020605,2024-09-30,SMM,Agro,37263.88,Matured,2026-06-30
520606,903489,100020606,2024-09-30,SMM,Agro,23683.01,,
520607,903107,100020607,2024-09-30,SMM,Working Capital,9922.41,Paid Off Early,2025-02-28
520608,903367,100020608,2024-09-30,SMM,Trade Finance,32158.81,Matured,2025-07-31
520609,907972,100020609,2024-09-30,SMM,Corporate Term Loan,23402.59,Paid Off Early,2026-02-28
520610,905217,100020610,2024-09-30,SMM,Working Capital,34125.9,Matured,2025-09-30
520611,905976,100020611,2024-09-30,SMM,Developer,36535.06,,
520612,908303,100020612,2024-09-30,SMM,Working Capital,12571.86,Matured,2026-01-31
520613,904308,100020613,2024-09-30,SML,Developer,4277.17,Paid Off Early,2025-11-30
520614,901784,100020614,2024-09-30,SMM,Developer,12292.34,,
520615,908783,100020615,2024-09-30,CB,Corporate Term Loan,229685.3,Refinanced,2026-03-31
520616,907700,100020616,2024-09-30,SML,Working Capital,3223.71,Refinanced,2024-12-31
520617,906138,100020617,2024-09-30,SMM,Developer,42326.16,,
520618,903915,100020618,2024-09-30,CB,Working Capital,235661.5,Refinanced,2024-10-31
520619,903025,100020619,2024-09-30,SML,Working Capital,3068.61,Matured,2025-07-31
520620,904269,100020620,2024-09-30,SMM,Working Capital,10817.59,Matured,2025-10-31
520621,908064,100020621,2024-09-30,CB,Corporate Term Loan,176113.33,,
520622,904126,100020622,2024-09-30,SML,Agro,3513.63,Paid Off Early,2025-11-30
520623,907700,100020623,2024-09-30,SMM,Developer,23836.22,,
520624,906511,100020624,2024-09-30,CB,Trade Finance,129773.18,Matured,2025-04-30
520625,903389,100020625,2024-09-30,SML,Agro,2204.34,Matured,2025-11-30
520626,901167,100020626,2024-09-30,SMM,Agro,18827.92,Matured,2026-02-28
520627,907646,100020627,2024-09-30,CB,Developer,288781.27,Refinanced,2025-10-31
520628,905921,100020628,2024-09-30,SML,Trade Finance,2680.87,Matured,2025-10-31
520629,908891,100020629,2024-09-30,SMM,Working Capital,41360.99,Matured,2026-06-30
520630,902561,100020630,2024-09-30,CB,Trade Finance,105315.74,Matured,2026-04-30
520631,905761,100020631,2024-09-30,SML,Corporate Term Loan,4014.45,,
520632,903695,100020632,2024-09-30,SMM,Trade Finance,45256.74,,
520633,901302,100020633,2024-09-30,CB,Working Capital,136358.62,Matured,2025-11-30
520634,903804,100020634,2024-09-30,SML,Trade Finance,3109.86,Matured,2026-03-31
520635,900505,100020635,2024-09-30,SMM,Trade Finance,20288.69,Matured,2025-10-31
520636,907427,100020636,2024-09-30,CB,Corporate Term Loan,288200.42,Paid Off Early,2026-02-28
520637,904513,100020637,2024-09-30,SML,Working Capital,3405.3,Matured,2025-05-31
520638,902176,100020638,2024-09-30,SMM,Working Capital,40498.96,Matured,2026-06-30
520639,901544,100020639,2024-09-30,CB,Working Capital,210109.14,Matured,2026-04-30
520640,907518,100020640,2024-09-30,SML,Developer,3874.46,Refinanced,2024-11-30
520641,907706,100020641,2024-09-30,SMM,Trade Finance,17562.45,Matured,2025-12-31
520642,907102,100020642,2024-09-30,CB,Developer,271163.05,Paid Off Early,2026-06-30
520643,901675,100020643,2024-09-30,SML,Developer,4242.28,Refinanced,2026-06-30
520644,905998,100020644,2024-09-30,SMM,Developer,25612.27,Refinanced,2025-02-28
520645,906638,100020645,2024-09-30,CB,Working Capital,57212.98,Matured,2025-04-30
520646,902224,100020646,2024-09-30,SML,Agro,4580.5,Matured,2025-11-30
520647,908912,100020647,2024-09-30,SMM,Working Capital,35743.42,Matured,2026-05-31
520648,905754,100020648,2024-09-30,CB,Trade Finance,108568.67,,
520649,908284,100020649,2024-09-30,SML,Working Capital,2510.96,,
520650,903447,100020650,2024-09-30,SMM,Working Capital,13534.45,Matured,2025-05-31
520651,906686,100020651,2024-09-30,CB,Developer,168951.23,,
520652,903062,100020652,2024-09-30,SML,Agro,3500.44,,
520653,903950,100020653,2024-09-30,SMM,Trade Finance,45169.47,,
520654,902700,100020654,2024-09-30,CB,Corporate Term Loan,84125.79,,
520655,907074,100020655,2024-09-30,SML,Working Capital,4653.58,Paid Off Early,2025-03-31
520656,902422,100020656,2024-09-30,SMM,Developer,15833.85,,
520657,907833,100020657,2024-09-30,CB,Corporate Term Loan,167515.85,,
520658,907689,100020658,2024-09-30,SML,Developer,2699.51,Paid Off Early,2024-10-31
520659,903209,100020659,2024-09-30,SMM,Agro,16577.1,,
520660,908131,100020660,2024-09-30,CB,Trade Finance,237706.95,Matured,2026-06-30
520661,904773,100020661,2024-09-30,RB,Digital,1484.95,,
520662,902190,100020662,2024-09-30,SML,Working Capital,4067.0,Refinanced,2025-11-30
520663,908356,100020663,2024-09-30,SMM,Trade Finance,41490.47,,
520664,902856,100020664,2024-09-30,CB,Working Capital,286268.1,Matured,2025-06-30
520665,901838,100020665,2024-09-30,RB,Mortgage,278.07,,
520666,902456,100020666,2024-09-30,SML,Trade Finance,2655.62,Matured,2026-06-30
520667,907128,100020667,2024-09-30,SMM,Trade Finance,9028.87,Matured,2025-11-30
520668,901064,100020668,2024-09-30,CB,Corporate Term Loan,146855.54,Refinanced,2025-06-30
520669,903027,100020669,2024-09-30,RB,Auto Loan,1485.36,,
520670,901286,100020670,2024-09-30,SML,Agro,4003.73,Refinanced,2025-09-30
520671,902081,100020671,2024-09-30,SMM,Trade Finance,6114.25,Matured,2025-09-30
520672,903412,100020672,2024-09-30,CB,Corporate Term Loan,85505.41,Refinanced,2026-07-31
520673,904086,100020673,2024-09-30,RB,Mortgage,726.06,Paid Off Early,2026-04-30
520674,900296,100020674,2024-09-30,SML,Working Capital,2194.41,Refinanced,2025-12-31
520675,905538,100020675,2024-09-30,SMM,Working Capital,31153.91,Matured,2025-12-31
520676,905971,100020676,2024-09-30,CB,Trade Finance,151971.63,Matured,2026-01-31
520677,901377,100020677,2024-09-30,RB,Auto Loan,1773.87,,
520678,904334,100020678,2024-09-30,SML,Working Capital,3376.63,Matured,2026-05-31
520679,901821,100020679,2024-09-30,SMM,Corporate Term Loan,46340.85,Paid Off Early,2025-07-31
520680,900211,100020680,2024-09-30,CB,Trade Finance,137815.9,Matured,2025-04-30
520681,908239,100020681,2024-09-30,RB,Digital,714.73,,
520682,902778,100020682,2024-09-30,SML,Working Capital,3705.53,Matured,2025-11-30
520683,902109,100020683,2024-09-30,SMM,Working Capital,44935.39,Matured,2025-12-31
520684,908030,100020684,2024-09-30,CB,Developer,160721.88,,
520685,905922,100020685,2024-09-30,RB,Consumer,1126.0,Matured,2025-12-31
520686,900439,100020686,2024-09-30,SML,Working Capital,3696.2,,
520687,904139,100020687,2024-09-30,SMM,Trade Finance,21664.01,,
520688,902309,100020688,2024-09-30,CB,Developer,280006.39,Paid Off Early,2025-03-31
520689,905358,100020689,2024-09-30,RB,Auto Loan,1753.93,Paid Off Early,2025-10-31
520690,905520,100020690,2024-09-30,SML,Trade Finance,4315.94,Matured,2025-11-30
520691,902448,100020691,2024-09-30,SMM,Trade Finance,6024.38,Matured,2025-07-31
520692,901311,100020692,2024-09-30,CB,Working Capital,190238.71,Paid Off Early,2025-01-31
520693,902106,100020693,2024-09-30,RB,Mortgage,1366.31,,
520694,902190,100020694,2024-09-30,SML,Agro,3149.49,Paid Off Early,2025-05-31
520695,908208,100020695,2024-09-30,SMM,Corporate Term Loan,45194.68,,
520696,907299,100020696,2024-09-30,CB,Trade Finance,148923.53,Paid Off Early,2024-10-31
520697,907285,100020697,2024-09-30,SML,Digital,1794.96,Matured,2026-07-31
520698,901575,100020698,2024-09-30,SML,Working Capital,3909.97,Matured,2025-12-31
520699,900090,100020699,2024-09-30,SMM,Working Capital,30340.37,Matured,2026-01-31
520700,908919,100020700,2024-09-30,CB,Trade Finance,113871.21,Refinanced,2025-02-28
520701,906183,100020701,2024-09-30,RB,Auto Loan,1701.29,,
520702,905847,100020702,2024-09-30,SML,Working Capital,3958.63,Matured,2026-03-31
520703,903321,100020703,2024-09-30,SMM,Working Capital,11995.26,Matured,2026-05-31
520704,907055,100020704,2024-09-30,CB,Trade Finance,118336.69,Matured,2026-03-31
520705,908154,100020705,2024-09-30,RB,Mortgage,763.51,,
520706,908340,100020706,2024-09-30,SML,Corporate Term Loan,3749.09,,
520707,906268,100020707,2024-09-30,SMM,Trade Finance,12625.96,Refinanced,2025-09-30
520708,907397,100020708,2024-09-30,CB,Working Capital,183674.1,Matured,2026-03-31
520709,905726,100020709,2024-09-30,RB,Consumer,828.53,Paid Off Early,2024-10-31
520710,902935,100020710,2024-09-30,SML,Working Capital,4215.23,,
520711,907396,100020711,2024-09-30,SMM,Corporate Term Loan,18523.81,,
520712,905294,100020712,2024-09-30,CB,Trade Finance,238937.25,Refinanced,2025-12-31
520713,903523,100020713,2024-09-30,RB,Auto Loan,935.14,,
520714,905621,100020714,2024-09-30,SML,Trade Finance,3565.39,Matured,2026-03-31
520715,900227,100020715,2024-09-30,SMM,Trade Finance,36315.08,Matured,2025-12-31
520716,904511,100020716,2024-09-30,CB,Working Capital,249085.55,Paid Off Early,2025-04-30
520717,904291,100020717,2024-09-30,RB,Auto Loan,937.66,,
520718,908274,100020718,2024-09-30,SML,Working Capital,2222.57,Matured,2025-07-31
520719,900846,100020719,2024-09-30,SMM,Working Capital,40573.41,Matured,2025-09-30
520720,908044,100020720,2024-09-30,CB,Working Capital,104390.33,Matured,2026-07-31
520721,900063,100020721,2024-09-30,RB,Consumer,857.82,,
520722,907191,100020722,2024-09-30,SML,Developer,3621.78,,
520723,903635,100020723,2024-09-30,SMM,Working Capital,11609.11,Matured,2025-12-31
520724,906956,100020724,2024-09-30,CB,Corporate Term Loan,81943.64,,
520725,905542,100020725,2024-09-30,RB,Digital,639.51,Matured,2026-03-31
520726,908659,100020726,2024-09-30,SML,Working Capital,4169.66,,
520727,902503,100020727,2024-09-30,SMM,Trade Finance,24504.88,Matured,2025-07-31
520728,901129,100020728,2024-09-30,CB,Corporate Term Loan,75226.79,,
520729,905902,100020729,2024-09-30,RB,Consumer,692.51,,
520730,908829,100020730,2024-09-30,SML,Working Capital,2389.01,Matured,2025-06-30
520731,901714,100020731,2024-09-30,SMM,Working Capital,31610.51,Matured,2026-07-31
520732,901300,100020732,2024-09-30,CB,Developer,163402.34,,
520733,905550,100020733,2024-09-30,RB,Auto Loan,1170.47,,
520734,905432,100020734,2024-09-30,SML,Corporate Term Loan,2386.54,,
520735,901991,100020735,2024-09-30,SMM,Corporate Term Loan,20192.64,,
520736,901086,100020736,2024-09-30,CB,Corporate Term Loan,109125.83,Refinanced,2025-01-31
520737,901882,100020737,2024-09-30,RB,Auto Loan,655.68,,
520738,900816,100020738,2024-09-30,SML,Corporate Term Loan,4060.84,,
520739,904513,100020739,2024-09-30,SMM,Trade Finance,29622.8,Matured,2025-04-30
520740,902041,100020740,2024-09-30,CB,Corporate Term Loan,111768.38,,
520741,907008,100020741,2024-09-30,RB,Mortgage,606.92,,
520742,908944,100020742,2024-09-30,SML,Agro,4287.38,,
520743,903146,100020743,2024-09-30,SMM,Working Capital,6557.46,Matured,2025-09-30
520744,908621,100020744,2024-09-30,CB,Developer,179817.11,Refinanced,2025-02-28
520745,907241,100020745,2024-09-30,RB,Digital,163.62,,
520746,903325,100020746,2024-09-30,SML,Corporate Term Loan,3802.1,Refinanced,2025-10-31
520747,906422,100020747,2024-09-30,SMM,Agro,6439.14,Matured,2025-09-30
520748,902903,100020748,2024-09-30,CB,Corporate Term Loan,297627.71,,
520749,907742,100020749,2024-09-30,RB,Digital,1177.84,Paid Off Early,2026-02-28
520750,906442,100020750,2024-09-30,SML,Corporate Term Loan,3333.54,,
520751,908912,100020751,2024-09-30,SMM,Corporate Term Loan,16264.2,Refinanced,2026-06-30
520752,907605,100020752,2024-09-30,CB,Developer,219381.09,,
520753,902601,100020753,2024-09-30,RB,Mortgage,1787.02,,
520754,904014,100020754,2024-09-30,SML,Trade Finance,2714.1,Matured,2025-05-31
520755,906782,100020755,2024-09-30,SMM,Trade Finance,15795.5,,
520756,907892,100020756,2024-09-30,CB,Trade Finance,71451.01,Matured,2026-01-31
520757,907068,100020757,2024-09-30,RB,Mortgage,1462.71,,
520758,900377,100020758,2024-09-30,SML,Agro,3232.5,,
520759,901473,100020759,2024-09-30,SMM,Corporate Term Loan,9917.36,Paid Off Early,2025-04-30
520760,908751,100020760,2024-09-30,CB,Trade Finance,213829.95,Matured,2025-04-30
520761,907190,100020761,2024-09-30,RB,Digital,1857.65,Matured,2025-10-31
520762,905237,100020762,2024-09-30,SML,Developer,2333.44,,
520763,901368,100020763,2024-09-30,SMM,Trade Finance,46553.21,Matured,2025-05-31
520764,901608,100020764,2024-09-30,CB,Corporate Term Loan,233993.08,,
520765,903365,100020765,2024-09-30,RB,Digital,1395.87,,
520766,902923,100020766,2024-09-30,SML,Developer,2709.7,Refinanced,2026-02-28
520767,905869,100020767,2024-09-30,SMM,Agro,16383.93,,
520768,907670,100020768,2024-09-30,CB,Corporate Term Loan,216408.21,Refinanced,2025-04-30
520769,905208,100020769,2024-09-30,SML,Mortgage,1773.59,Refinanced,2026-07-31
520770,904966,100020770,2024-09-30,SML,Developer,3341.85,,
520771,902895,100020771,2024-09-30,SMM,Agro,37220.96,,
520772,904159,100020772,2024-09-30,CB,Trade Finance,132489.59,,
520773,901254,100020773,2024-09-30,RB,Digital,978.25,Paid Off Early,2025-05-31
520774,900858,100020774,2024-09-30,SML,Trade Finance,3740.18,Matured,2025-08-31
520775,904333,100020775,2024-09-30,SMM,Corporate Term Loan,23199.63,,
520776,907475,100020776,2024-09-30,CB,Corporate Term Loan,194461.05,,
520777,900617,100020777,2024-09-30,RB,Auto Loan,976.24,,
520778,901989,100020778,2024-09-30,SML,Trade Finance,2908.94,Matured,2025-09-30
520779,900838,100020779,2024-09-30,SMM,Agro,37459.55,,
520780,908828,100020780,2024-09-30,CB,Trade Finance,136853.19,Matured,2026-02-28
520781,903000,100020781,2024-09-30,RB,Digital,915.89,Matured,2025-10-31
520782,906831,100020782,2024-09-30,SML,Developer,4480.11,,
520783,900665,100020783,2024-09-30,SMM,Agro,30736.42,,
520784,903924,100020784,2024-09-30,CB,Working Capital,83744.83,Matured,2025-12-31
520785,905629,100020785,2024-09-30,RB,Digital,1122.19,Matured,2026-03-31
520786,908636,100020786,2024-09-30,SML,Developer,2465.41,Refinanced,2026-04-30
520787,906274,100020787,2024-09-30,SMM,Trade Finance,41757.4,Refinanced,2025-06-30
520788,905916,100020788,2024-09-30,CB,Developer,262550.75,,
520789,900600,100020789,2024-09-30,RB,Consumer,1478.45,,
520790,900289,100020790,2024-09-30,SML,Trade Finance,2833.46,Matured,2025-04-30
520791,906787,100020791,2024-09-30,SMM,Developer,26160.66,,
520792,904130,100020792,2024-09-30,CB,Developer,185712.89,,
520793,901056,100020793,2024-09-30,RB,Consumer,1401.79,,
520794,902700,100020794,2024-09-30,SML,Working Capital,2728.05,Matured,2025-08-31
520795,902271,100020795,2024-09-30,SMM,Corporate Term Loan,31140.56,,
520796,903489,100020796,2024-09-30,CB,Working Capital,90054.45,Matured,2026-04-30
520797,907937,100020797,2024-09-30,RB,Mortgage,1687.39,,
520798,904509,100020798,2024-09-30,SML,Corporate Term Loan,3083.06,,
520799,906344,100020799,2024-09-30,SMM,Agro,41366.41,,
520800,901820,100020800,2024-09-30,CB,Trade Finance,196201.03,Paid Off Early,2025-02-28
520801,904622,100020801,2024-09-30,RB,Digital,551.59,,
520802,901012,100020802,2024-09-30,SML,Agro,2703.12,Matured,2026-02-28
520803,904312,100020803,2024-09-30,SMM,Working Capital,13024.05,Matured,2026-02-28
520804,907651,100020804,2024-09-30,CB,Corporate Term Loan,176905.93,,
520805,903224,100020805,2024-09-30,RB,Digital,385.12,,
520806,906980,100020806,2024-09-30,SML,Trade Finance,2343.54,Matured,2025-10-31
520807,905779,100020807,2024-09-30,SMM,Corporate Term Loan,14929.13,,
520808,905766,100020808,2024-09-30,CB,Trade Finance,108601.88,Matured,2025-10-31
520809,900613,100020809,2024-09-30,RB,Auto Loan,920.04,,
520810,901628,100020810,2024-09-30,SML,Trade Finance,2626.7,Refinanced,2024-11-30
520811,905207,100020811,2024-09-30,SMM,Working Capital,39029.53,Matured,2026-06-30
520812,904174,100020812,2024-09-30,CB,Corporate Term Loan,143321.3,Paid Off Early,2025-02-28
520813,900774,100020813,2024-09-30,RB,Auto Loan,488.48,,
520814,908751,100020814,2024-09-30,SML,Working Capital,3912.46,Refinanced,2025-01-31
520815,903328,100020815,2024-09-30,SMM,Corporate Term Loan,11850.86,,
520816,900110,100020816,2024-09-30,CB,Developer,113260.08,,
520817,907356,100020817,2024-09-30,RB,Digital,1332.37,,
520818,900944,100020818,2024-09-30,SML,Agro,4358.56,Paid Off Early,2025-12-31
