CLIENT_NO,HIST_DATE,TRANSFER_IN,TRANSFER_OUT
905770,2025-11-30,3075.87,3455.31
905780,2025-11-30,2762.0,7187.38
905788,2025-11-30,652.94,432.9
905796,2025-11-30,5027.77,1668.88
905817,2025-11-30,3134.54,2440.98
905838,2025-11-30,1474.56,5389.63
905850,2025-11-30,1115.47,7729.06
905853,2025-11-30,5711.36,2553.11
905856,2025-11-30,6298.36,3036.9
905857,2025-11-30,2135.14,6204.59
905919,2025-11-30,858.04,5050.39
905955,2025-11-30,2428.46,6132.75
905977,2025-11-30,1477.2,5407.09
906048,2025-11-30,1219.39,1734.38
906058,2025-11-30,3532.3,3173.39
906107,2025-11-30,1524.87,5556.27
906127,2025-11-30,405.94,1370.22
906156,2025-11-30,342.49,175.04
906166,2025-11-30,1822.57,2550.92
906184,2025-11-30,2146.07,5838.49
906213,2025-11-30,975.45,1116.57
906258,2025-11-30,1616.89,5276.2
906285,2025-11-30,578.53,2560.3
906289,2025-11-30,1280.03,5071.54
906314,2025-11-30,2535.5,8918.1
906350,2025-11-30,3223.58,1582.94
906368,2025-11-30,1147.41,2730.03
906379,2025-11-30,659.28,3388.56
906468,2025-11-30,3305.88,1325.42
906478,2025-11-30,2759.63,4714.63
906483,2025-11-30,1022.08,2763.7
906485,2025-11-30,547.29,206.33
906506,2025-11-30,1246.77,4100.46
906535,2025-11-30,1501.04,1792.79
906560,2025-11-30,2789.31,1117.63
906561,2025-11-30,425.79,597.0
906573,2025-11-30,161.21,990.7
906583,2025-11-30,793.79,2277.14
906620,2025-11-30,1599.48,7251.61
906632,2025-11-30,1879.57,1253.96
906712,2025-11-30,1173.97,7501.03
906716,2025-11-30,1197.61,4146.23
906718,2025-11-30,417.98,1362.06
906727,2025-11-30,412.71,355.74
906739,2025-11-30,2922.68,1413.17
906740,2025-11-30,2870.21,2766.01
906759,2025-11-30,463.18,627.55
906821,2025-11-30,5571.35,2229.7
906834,2025-11-30,1924.15,2988.55
906837,2025-11-30,1015.02,3599.74
906839,2025-11-30,3063.29,8011.25
906862,2025-11-30,123.11,392.54
906880,2025-11-30,908.0,2455.5
906928,2025-11-30,293.68,213.18
906947,2025-11-30,3051.93,1247.12
906960,2025-11-30,1018.61,1389.58
906973,2025-11-30,1481.2,8680.74
906979,2025-11-30,1549.8,1541.42
907057,2025-11-30,3176.12,3219.9
907064,2025-11-30,3416.18,2203.04
907082,2025-11-30,2461.92,2205.08
907092,2025-11-30,1320.28,8111.51
907111,2025-11-30,1435.83,8147.62
907119,2025-11-30,1068.61,397.15
907122,2025-11-30,691.34,2482.89
907146,2025-11-30,3252.94,2197.44
907166,2025-11-30,4553.52,1489.52
907182,2025-11-30,509.25,219.54
907187,2025-11-30,716.28,3162.81
907200,2025-11-30,1578.92,445.7
907254,2025-11-30,1993.8,3602.99
907295,2025-11-30,1076.23,2807.11
907300,2025-11-30,4608.22,2629.25
907317,2025-11-30,2372.3,6460.81
907331,2025-11-30,1270.3,3535.03
907339,2025-11-30,564.93,796.71
907341,2025-11-30,2255.19,1917.43
907371,2025-11-30,549.99,2158.32
907372,2025-11-30,3479.74,2599.23
907388,2025-11-30,1585.29,6176.69
907406,2025-11-30,1159.76,1324.25
907412,2025-11-30,1376.26,410.22
907426,2025-11-30,1054.38,597.66
907429,2025-11-30,3343.21,4377.96
907477,2025-11-30,1121.93,3425.24
907542,2025-11-30,3337.78,2776.97
907556,2025-11-30,901.0,1728.64
907566,2025-11-30,1355.69,770.96
907571,2025-11-30,2120.26,2018.57
907575,2025-11-30,503.87,1670.66
907591,2025-11-30,801.98,1532.49
907593,2025-11-30,3203.87,1440.81
907595,2025-11-30,2731.92,5955.6
907608,2025-11-30,2453.64,8409.92
907630,2025-11-30,2900.09,6467.81
907642,2025-11-30,1728.38,3881.54
907643,2025-11-30,391.25,1476.45
907654,2025-11-30,474.66,2005.94
907671,2025-11-30,325.55,103.03
907674,2025-11-30,1249.0,2177.61
907677,2025-11-30,927.49,372.24
907678,2025-11-30,2175.58,1440.04
907684,2025-11-30,1769.19,633.36
907688,2025-11-30,1948.73,3952.75
907696,2025-11-30,819.54,902.29
907720,2025-11-30,2397.05,5073.19
907727,2025-11-30,990.43,2386.23
907733,2025-11-30,2555.26,5548.92
907735,2025-11-30,749.36,1386.21
907754,2025-11-30,2021.72,1042.53
907755,2025-11-30,3561.56,7877.99
907783,2025-11-30,1694.44,2310.44
907800,2025-11-30,806.43,2675.74
907844,2025-11-30,1497.5,1341.97
907878,2025-11-30,1541.41,4459.12
907879,2025-11-30,224.89,877.63
907893,2025-11-30,511.53,2489.21
907915,2025-11-30,1413.49,1030.12
907919,2025-11-30,1532.67,4777.94
907937,2025-11-30,427.51,1489.42
907951,2025-11-30,4327.75,3093.08
907964,2025-11-30,729.21,4640.88
907971,2025-11-30,1549.88,3963.44
907991,2025-11-30,671.17,1322.62
908002,2025-11-30,2323.1,7384.16
908004,2025-11-30,1969.57,891.91
908017,2025-11-30,1975.33,2363.35
908038,2025-11-30,3566.85,3236.79
908061,2025-11-30,658.26,2833.22
908084,2025-11-30,271.15,815.72
908105,2025-11-30,1779.1,582.79
908152,2025-11-30,1140.13,953.52
908177,2025-11-30,1528.24,8121.44
908187,2025-11-30,446.64,1957.03
908219,2025-11-30,516.59,621.54
908232,2025-11-30,1578.16,7880.65
908242,2025-11-30,1540.13,3501.81
908246,2025-11-30,1160.46,2957.53
908266,2025-11-30,3656.93,4294.08
908275,2025-11-30,222.53,384.88
908289,2025-11-30,352.08,127.94
908294,2025-11-30,4372.84,5075.94
908401,2025-11-30,894.07,670.33
908427,2025-11-30,1489.39,6659.65
908449,2025-11-30,1382.5,4314.77
908466,2025-11-30,5463.98,1710.59
908482,2025-11-30,1746.52,5487.57
908501,2025-11-30,2202.39,1500.38
908512,2025-11-30,579.44,1906.52
908557,2025-11-30,825.02,4131.87
908567,2025-11-30,1892.97,5154.93
908643,2025-11-30,1322.16,1553.69
908645,2025-11-30,3818.58,1760.53
908661,2025-11-30,3487.48,1795.42
908665,2025-11-30,1268.3,5341.37
908677,2025-11-30,2109.36,5045.85
908681,2025-11-30,1512.99,5316.57
908691,2025-11-30,163.05,832.9
908700,2025-11-30,190.67,878.23
908718,2025-11-30,295.27,1426.29
908727,2025-11-30,4378.19,1978.63
908732,2025-11-30,3754.07,2509.31
908745,2025-11-30,4426.86,3292.31
908746,2025-11-30,4299.26,2381.23
908785,2025-11-30,2246.1,3429.97
908826,2025-11-30,2758.26,3081.72
908862,2025-11-30,1696.58,5526.19
908879,2025-11-30,3486.59,1586.92
908882,2025-11-30,1255.65,3086.38
908886,2025-11-30,4365.81,2001.71
908892,2025-11-30,1073.25,3725.33
908922,2025-11-30,3916.17,1957.2
908926,2025-11-30,1507.3,4093.28
908929,2025-11-30,646.76,972.38
908934,2025-11-30,3847.4,3214.33
908983,2025-11-30,3341.49,3097.26
900024,2025-12-31,518.05,432.86
900030,2025-12-31,1949.49,3318.63
900042,2025-12-31,1516.06,2071.66
900056,2025-12-31,2847.61,1779.67
900085,2025-12-31,1202.59,5897.03
900091,2025-12-31,1287.96,6453.09
900098,2025-12-31,2257.42,5289.68
900136,2025-12-31,1844.66,3471.13
900137,2025-12-31,1076.54,5264.94
900145,2025-12-31,191.26,612.55
900156,2025-12-31,796.3,1065.61
900159,2025-12-31,3321.27,1650.51
900232,2025-12-31,777.43,970.59
900280,2025-12-31,1000.03,2167.35
900331,2025-12-31,476.96,156.47
900355,2025-12-31,2871.05,1418.85
900433,2025-12-31,3190.64,3181.59
900444,2025-12-31,2195.41,6255.32
900446,2025-12-31,1033.09,6507.81
900477,2025-12-31,1135.8,619.13
900531,2025-12-31,1000.92,2215.27
900542,2025-12-31,1358.17,1680.91
900551,2025-12-31,991.76,2551.51
900589,2025-12-31,4182.77,2943.11
900625,2025-12-31,2099.01,5112.04
900634,2025-12-31,5725.52,1860.28
900640,2025-12-31,1210.84,4279.73
900694,2025-12-31,245.09,684.91
900710,2025-12-31,1423.06,6961.94
900715,2025-12-31,690.29,272.97
900742,2025-12-31,2154.51,2139.72
900743,2025-12-31,1678.39,2889.29
900750,2025-12-31,3461.99,2659.42
900754,2025-12-31,1468.03,6677.47
900774,2025-12-31,3234.04,7334.32
900778,2025-12-31,2194.13,998.4
900786,2025-12-31,569.68,1344.67
900808,2025-12-31,4793.65,2645.2
900814,2025-12-31,557.59,193.61
900827,2025-12-31,835.76,371.57
900828,2025-12-31,1048.55,2718.03
900840,2025-12-31,3117.72,3406.8
900898,2025-12-31,589.02,3001.9
900901,2025-12-31,1455.59,472.16
900942,2025-12-31,1766.24,926.93
900953,2025-12-31,6147.54,2299.79
900958,2025-12-31,648.81,2659.27
900985,2025-12-31,374.72,940.34
900991,2025-12-31,1393.29,4351.91
901002,2025-12-31,317.33,815.79
901006,2025-12-31,1988.72,4600.33
901023,2025-12-31,775.19,2295.28
901031,2025-12-31,276.29,452.69
901059,2025-12-31,385.74,1169.54
901092,2025-12-31,1164.43,1219.71
901099,2025-12-31,307.43,893.22
901117,2025-12-31,1916.37,4337.51
901119,2025-12-31,2087.93,1296.26
901141,2025-12-31,1899.04,8131.35
901156,2025-12-31,3275.38,1135.43
901169,2025-12-31,1704.41,679.58
901179,2025-12-31,4618.61,2434.81
901193,2025-12-31,6574.61,2257.5
901194,2025-12-31,2389.91,4113.13
901228,2025-12-31,2677.84,6235.6
901244,2025-12-31,1490.93,4937.87
901280,2025-12-31,3693.53,936.01
901294,2025-12-31,2908.77,4060.47
901297,2025-12-31,431.27,1207.07
901342,2025-12-31,848.04,1852.15
901361,2025-12-31,916.92,1514.63
901378,2025-12-31,1210.95,8284.38
901431,2025-12-31,121.77,705.77
901445,2025-12-31,295.44,1192.19
901464,2025-12-31,4425.91,1971.86
901482,2025-12-31,1566.28,5127.38
901490,2025-12-31,3183.43,7930.44
901504,2025-12-31,1095.03,968.61
901537,2025-12-31,2364.77,7388.08
901558,2025-12-31,1917.32,8369.04
901567,2025-12-31,952.04,1726.76
901614,2025-12-31,1609.05,1487.26
901621,2025-12-31,2806.75,702.68
901623,2025-12-31,3086.88,3574.45
901645,2025-12-31,1370.22,5869.98
901663,2025-12-31,1712.07,8453.96
901681,2025-12-31,1305.02,4814.99
901691,2025-12-31,306.28,2205.4
901695,2025-12-31,1325.07,3325.96
901732,2025-12-31,614.86,2084.35
901759,2025-12-31,346.95,1814.06
901786,2025-12-31,1754.45,7083.49
901808,2025-12-31,1993.22,1004.84
901837,2025-12-31,2872.52,1499.99
901840,2025-12-31,2896.23,2327.52
901877,2025-12-31,2375.73,1120.15
901952,2025-12-31,3179.9,1490.45
901959,2025-12-31,700.67,1732.59
901967,2025-12-31,226.86,785.09
902029,2025-12-31,1936.86,4529.02
902042,2025-12-31,1024.07,7919.8
902045,2025-12-31,718.78,2244.52
902072,2025-12-31,1385.9,440.27
902106,2025-12-31,1165.66,683.01
902114,2025-12-31,2551.22,1873.03
902127,2025-12-31,3287.78,3509.17
902141,2025-12-31,2676.98,2509.0
902193,2025-12-31,1087.63,279.98
902218,2025-12-31,106.69,414.87
902246,2025-12-31,577.84,2632.34
902281,2025-12-31,1133.02,4809.61
902284,2025-12-31,1749.65,1607.56
902289,2025-12-31,1641.81,943.04
902313,2025-12-31,808.06,641.47
902341,2025-12-31,1339.17,2001.85
902362,2025-12-31,1787.18,6576.61
902395,2025-12-31,559.86,2523.74
902425,2025-12-31,1759.14,6582.64
902431,2025-12-31,2447.69,1813.99
902437,2025-12-31,514.56,1335.96
902446,2025-12-31,385.12,309.78
902465,2025-12-31,175.08,582.91
902482,2025-12-31,3081.53,1089.44
902488,2025-12-31,3629.0,4475.71
902493,2025-12-31,122.47,546.66
902511,2025-12-31,784.65,3970.43
902532,2025-12-31,1984.18,5474.58
902548,2025-12-31,469.2,895.54
902555,2025-12-31,715.58,974.86
902560,2025-12-31,415.85,3188.5
902569,2025-12-31,2135.97,8657.97
902644,2025-12-31,1258.85,1372.0
902649,2025-12-31,822.31,3834.15
902654,2025-12-31,1844.43,725.8
902673,2025-12-31,4160.03,2846.84
902697,2025-12-31,2500.61,7407.95
902704,2025-12-31,225.26,925.52
902712,2025-12-31,640.56,2704.94
902727,2025-12-31,2609.77,3839.76
902731,2025-12-31,2656.08,4508.51
902751,2025-12-31,3814.82,4617.85
902774,2025-12-31,551.45,1935.62
902788,2025-12-31,1692.62,529.69
902807,2025-12-31,913.74,4737.49
902808,2025-12-31,4114.75,3562.38
902825,2025-12-31,603.33,2483.14
902858,2025-12-31,4987.73,1884.14
902910,2025-12-31,1678.71,5473.52
902913,2025-12-31,2843.73,6926.31
902958,2025-12-31,745.46,2466.49
902969,2025-12-31,967.31,2912.07
903007,2025-12-31,4338.55,2729.48
903020,2025-12-31,2964.14,4372.27
903053,2025-12-31,5600.07,2459.6
903084,2025-12-31,1134.7,734.73
903103,2025-12-31,1640.12,1894.96
903115,2025-12-31,736.53,308.16
903169,2025-12-31,3447.94,2503.26
903184,2025-12-31,1919.05,6187.99
903229,2025-12-31,1334.54,524.43
903230,2025-12-31,2149.76,5220.85
903240,2025-12-31,1590.71,5601.05
903256,2025-12-31,1177.13,950.41
903261,2025-12-31,5190.64,2518.31
903374,2025-12-31,4835.47,1403.94
903385,2025-12-31,3411.94,3285.38
903403,2025-12-31,319.48,1481.4
903420,2025-12-31,891.01,260.63
903439,2025-12-31,942.57,344.49
903463,2025-12-31,576.12,678.12
903485,2025-12-31,643.65,1873.6
903514,2025-12-31,2285.3,1013.2
903521,2025-12-31,461.56,259.38
903536,2025-12-31,3195.39,4782.56
903579,2025-12-31,1065.77,2845.72
903580,2025-12-31,435.84,2271.66
903586,2025-12-31,1093.26,1172.4
903590,2025-12-31,1253.55,3991.92
903598,2025-12-31,672.89,3299.98
903616,2025-12-31,1181.45,4181.82
903643,2025-12-31,365.59,2224.79
903653,2025-12-31,2614.49,4015.42
903720,2025-12-31,3306.03,2790.37
903734,2025-12-31,387.87,1588.52
903771,2025-12-31,3613.14,4053.1
903794,2025-12-31,510.72,2020.35
903796,2025-12-31,200.75,572.64
903815,2025-12-31,1673.66,1903.85
903856,2025-12-31,1097.6,6959.57
903868,2025-12-31,3476.55,3652.3
903889,2025-12-31,2466.47,2234.29
903906,2025-12-31,311.5,711.68
903912,2025-12-31,1415.51,2903.3
903936,2025-12-31,1210.69,2930.43
904006,2025-12-31,236.58,1275.76
904007,2025-12-31,447.54,1940.01
904013,2025-12-31,1484.04,3922.69
904015,2025-12-31,1173.56,5442.44
904039,2025-12-31,731.86,2181.36
904041,2025-12-31,1350.92,3381.57
904084,2025-12-31,3349.88,1230.56
904108,2025-12-31,2583.37,2739.96
904140,2025-12-31,651.7,452.41
904176,2025-12-31,1279.12,4624.02
904189,2025-12-31,603.76,948.01
904217,2025-12-31,365.07,238.71
904237,2025-12-31,514.57,1879.87
904291,2025-12-31,4722.81,2770.56
904297,2025-12-31,1700.3,5630.97
904303,2025-12-31,2171.37,1825.03
904306,2025-12-31,2867.75,4224.89
904327,2025-12-31,2797.61,3086.86
904335,2025-12-31,2183.61,8247.5
904349,2025-12-31,2942.47,3219.48
904357,2025-12-31,1056.75,3976.31
904386,2025-12-31,1420.66,4381.73
904392,2025-12-31,1110.22,4902.63
904394,2025-12-31,1085.22,2371.71
904397,2025-12-31,2076.85,4235.18
904436,2025-12-31,1757.32,450.48
904445,2025-12-31,1910.85,3221.39
904446,2025-12-31,5364.89,3367.42
904452,2025-12-31,766.52,3291.34
904453,2025-12-31,3925.58,4166.76
904480,2025-12-31,281.12,1282.34
904575,2025-12-31,1235.91,3527.22
904576,2025-12-31,4025.46,1756.67
904652,2025-12-31,525.52,2457.15
904680,2025-12-31,1118.97,1918.93
904682,2025-12-31,769.15,2395.14
904710,2025-12-31,1711.53,3208.24
904718,2025-12-31,1740.48,5588.32
904726,2025-12-31,1824.39,5159.32
904739,2025-12-31,2510.56,7033.55
904748,2025-12-31,6239.97,1551.2
904757,2025-12-31,1608.3,4303.39
904786,2025-12-31,1385.69,579.72
904811,2025-12-31,4802.6,2153.08
904839,2025-12-31,967.3,2366.13
904841,2025-12-31,690.31,941.27
904851,2025-12-31,1720.98,2256.41
904862,2025-12-31,368.18,488.67
904917,2025-12-31,2017.52,7104.48
904944,2025-12-31,1153.59,432.66
904976,2025-12-31,2767.2,6767.07
905012,2025-12-31,513.77,2180.59
905034,2025-12-31,491.81,465.88
905043,2025-12-31,2075.82,678.9
905046,2025-12-31,2336.11,1783.41
905058,2025-12-31,1615.23,5525.91
905104,2025-12-31,2671.53,3567.78
905133,2025-12-31,2483.44,1103.19
905140,2025-12-31,154.18,720.93
905170,2025-12-31,1418.74,1507.15
905180,2025-12-31,2983.52,904.73
905218,2025-12-31,909.83,391.82
905233,2025-12-31,567.13,2467.85
905241,2025-12-31,1917.23,8323.95
905267,2025-12-31,903.96,366.75
905287,2025-12-31,867.68,1467.14
905295,2025-12-31,384.62,1598.91
905316,2025-12-31,160.41,847.82
905351,2025-12-31,1111.31,4084.24
905356,2025-12-31,1703.61,7946.79
905358,2025-12-31,2216.89,5850.15
905360,2025-12-31,2964.9,8601.47
905374,2025-12-31,4999.36,2256.54
905377,2025-12-31,1389.64,3808.26
905382,2025-12-31,1845.68,4194.39
905397,2025-12-31,1789.93,1434.69
905410,2025-12-31,2037.78,6992.24
905435,2025-12-31,1937.79,6562.12
905455,2025-12-31,574.56,1444.27
905464,2025-12-31,1642.6,3255.18
905471,2025-12-31,2410.1,3318.43
905488,2025-12-31,895.18,3134.84
905504,2025-12-31,1677.64,1551.86
905527,2025-12-31,536.85,2539.51
905544,2025-12-31,2487.83,2947.33
905545,2025-12-31,3755.28,2425.66
905556,2025-12-31,1189.38,2162.77
905572,2025-12-31,4609.55,2339.33
905573,2025-12-31,1010.54,2748.77
905592,2025-12-31,868.87,3343.4
905614,2025-12-31,209.81,826.48
905643,2025-12-31,3836.38,2797.11
905662,2025-12-31,825.04,2812.34
905669,2025-12-31,4895.05,1676.24
905680,2025-12-31,6290.12,2405.96
905712,2025-12-31,3583.36,876.8
905737,2025-12-31,227.19,391.53
905770,2025-12-31,2117.8,2091.89
905796,2025-12-31,258.85,128.06
905817,2025-12-31,2132.96,3599.45
905840,2025-12-31,2118.51,6766.2
905841,2025-12-31,2369.49,1590.15
905850,2025-12-31,1613.98,4949.95
905853,2025-12-31,3080.4,1818.72
905856,2025-12-31,2897.23,889.88
905896,2025-12-31,453.6,1452.07
905919,2025-12-31,1070.61,5431.58
905942,2025-12-31,622.86,1849.71
905955,2025-12-31,976.13,1870.97
905957,2025-12-31,2495.01,4966.66
905977,2025-12-31,543.02,2266.67
906005,2025-12-31,178.72,823.84
906030,2025-12-31,2719.98,932.14
906075,2025-12-31,1546.94,4883.91
906107,2025-12-31,1454.67,4573.32
906132,2025-12-31,316.4,163.2
906139,2025-12-31,2164.35,4328.89
906156,2025-12-31,4961.97,1950.64
906166,2025-12-31,954.39,1347.85
906183,2025-12-31,3245.81,2882.74
906186,2025-12-31,889.34,4856.84
906258,2025-12-31,1107.0,4396.5
906281,2025-12-31,347.72,161.29
906292,2025-12-31,1335.15,2345.9
906314,2025-12-31,374.54,1749.8
906368,2025-12-31,1960.57,6009.52
906460,2025-12-31,2333.78,8369.02
906465,2025-12-31,2011.12,1132.06
906478,2025-12-31,705.76,3488.96
906483,2025-12-31,301.87,636.34
906485,2025-12-31,2622.64,1009.59
906500,2025-12-31,871.93,2604.73
906501,2025-12-31,1485.32,4958.99
906506,2025-12-31,451.24,2255.0
906535,2025-12-31,1815.76,1504.47
906561,2025-12-31,3248.76,4655.49
906582,2025-12-31,90.83,533.8
906583,2025-12-31,1608.28,4578.33
906590,2025-12-31,1280.47,3043.31
906620,2025-12-31,1314.31,4806.75
906632,2025-12-31,2100.27,2434.35
906651,2025-12-31,2920.79,7837.8
906663,2025-12-31,2951.17,3210.65
906673,2025-12-31,266.97,1298.52
906704,2025-12-31,1416.06,2924.41
906716,2025-12-31,138.53,349.94
906718,2025-12-31,2546.12,5206.47
906727,2025-12-31,2145.91,2404.13
906740,2025-12-31,1842.47,2158.69
906760,2025-12-31,636.39,4158.9
906765,2025-12-31,99.92,681.11
906774,2025-12-31,2055.9,1447.37
906821,2025-12-31,1287.32,832.92
906822,2025-12-31,2432.7,6173.7
906834,2025-12-31,554.53,328.89
906837,2025-12-31,2205.56,4717.77
906862,2025-12-31,652.04,1608.01
906866,2025-12-31,2922.98,7147.14
906880,2025-12-31,606.51,1700.87
906928,2025-12-31,1750.73,487.03
906937,2025-12-31,850.73,1234.44
906960,2025-12-31,2142.66,3419.52
906973,2025-12-31,1966.41,5428.52
906990,2025-12-31,2491.56,2320.43
906991,2025-12-31,2709.08,6324.04
907001,2025-12-31,133.84,360.0
907024,2025-12-31,428.44,178.77
907057,2025-12-31,2348.18,2998.99
907064,2025-12-31,3166.69,1470.86
907072,2025-12-31,355.12,402.3
907079,2025-12-31,460.77,1383.4
907092,2025-12-31,350.52,1627.07
907111,2025-12-31,93.16,584.97
907124,2025-12-31,5363.36,2884.52
907155,2025-12-31,1243.81,7706.38
907166,2025-12-31,3006.91,689.49
907167,2025-12-31,3178.17,1680.05
907169,2025-12-31,1681.45,796.84
907199,2025-12-31,1584.37,1944.92
907200,2025-12-31,2779.26,1564.95
907237,2025-12-31,1748.53,7484.72
907251,2025-12-31,1487.05,4433.45
907254,2025-12-31,300.74,852.05
907261,2025-12-31,1874.07,4981.01
907262,2025-12-31,3944.51,4191.46
907295,2025-12-31,722.86,2443.76
907300,2025-12-31,1604.57,620.06
907317,2025-12-31,2325.49,8805.02
907319,2025-12-31,2367.53,836.02
907339,2025-12-31,2704.95,2010.2
907371,2025-12-31,1526.43,6964.65
907372,2025-12-31,3264.8,3147.63
907388,2025-12-31,186.82,690.46
907412,2025-12-31,3018.83,1562.62
907426,2025-12-31,4082.78,2616.1
907429,2025-12-31,1754.59,1595.16
907443,2025-12-31,3917.32,2439.86
907444,2025-12-31,2147.03,3539.77
907486,2025-12-31,851.54,2885.46
907505,2025-12-31,3766.85,1217.36
907508,2025-12-31,2365.09,5815.54
907531,2025-12-31,531.0,1381.61
907556,2025-12-31,405.87,1771.93
907566,2025-12-31,2338.32,1975.39
907571,2025-12-31,1172.88,992.12
907595,2025-12-31,288.18,1066.37
907606,2025-12-31,701.95,1569.2
907608,2025-12-31,1204.49,2574.95
907621,2025-12-31,783.67,2273.19
907630,2025-12-31,945.59,4931.22
907642,2025-12-31,2086.98,5610.33
907643,2025-12-31,525.67,1426.08
907654,2025-12-31,326.86,1502.12
907671,2025-12-31,3615.9,1795.34
907673,2025-12-31,4116.44,1740.07
907678,2025-12-31,1937.05,873.17
907688,2025-12-31,1242.33,2586.21
907733,2025-12-31,1682.44,4062.88
907735,2025-12-31,1785.91,6169.51
907752,2025-12-31,2124.95,614.45
907754,2025-12-31,1159.82,482.52
907759,2025-12-31,1205.8,5890.85
907770,2025-12-31,1709.62,688.41
907774,2025-12-31,1535.77,5622.92
907800,2025-12-31,1601.54,5322.27
907844,2025-12-31,798.81,737.68
907849,2025-12-31,1303.13,2094.09
907877,2025-12-31,3230.38,8800.01
907878,2025-12-31,435.98,1444.12
907879,2025-12-31,242.16,1068.67
907885,2025-12-31,1906.99,7505.81
907893,2025-12-31,198.44,299.8
907915,2025-12-31,934.13,1267.89
907919,2025-12-31,1393.4,4920.46
907950,2025-12-31,2566.96,5992.27
907951,2025-12-31,3349.55,992.38
907983,2025-12-31,2104.83,5278.51
907991,2025-12-31,533.74,2666.91
908004,2025-12-31,5306.16,3404.75
908017,2025-12-31,4349.51,3620.1
908038,2025-12-31,3170.22,2469.64
908039,2025-12-31,106.61,403.84
908092,2025-12-31,1871.26,5781.86
908106,2025-12-31,443.2,1421.74
908133,2025-12-31,5552.64,2978.83
908134,2025-12-31,811.7,3257.37
908152,2025-12-31,2863.95,3191.06
908154,2025-12-31,3229.42,3425.18
908187,2025-12-31,2042.49,5634.48
908188,2025-12-31,1942.4,3265.18
908219,2025-12-31,3735.86,4128.76
908230,2025-12-31,4156.51,1618.2
908232,2025-12-31,680.72,4290.7
908246,2025-12-31,1812.49,5531.11
908258,2025-12-31,2237.86,899.64
908266,2025-12-31,1842.46,1942.77
908289,2025-12-31,3471.38,2499.57
908291,2025-12-31,2016.99,2975.26
908294,2025-12-31,551.41,751.04
908339,2025-12-31,249.29,1071.24
908353,2025-12-31,430.6,1962.89
908360,2025-12-31,4807.7,3901.01
908383,2025-12-31,2965.01,1117.08
908427,2025-12-31,1069.69,3482.71
908430,2025-12-31,396.87,570.3
908466,2025-12-31,2153.03,939.46
908482,2025-12-31,1741.73,4312.09
908501,2025-12-31,2395.08,1465.15
908512,2025-12-31,1412.03,5487.78
908521,2025-12-31,371.65,1493.61
908532,2025-12-31,3065.9,1931.54
908539,2025-12-31,817.19,2086.57
908567,2025-12-31,1338.57,8049.14
908576,2025-12-31,439.98,1280.94
908583,2025-12-31,1891.51,4659.42
908607,2025-12-31,4521.57,2835.16
908623,2025-12-31,1408.26,477.9
908643,2025-12-31,3998.95,2732.47
908661,2025-12-31,2940.55,1437.14
908665,2025-12-31,2146.44,5245.75
908681,2025-12-31,1083.17,6719.86
908691,2025-12-31,422.14,1776.71
908693,2025-12-31,2346.98,798.88
908700,2025-12-31,2459.79,6365.33
908718,2025-12-31,1070.63,2335.27
908749,2025-12-31,3810.58,4086.51
908772,2025-12-31,1065.43,5813.94
908785,2025-12-31,1378.31,5801.08
908811,2025-12-31,4036.94,3063.29
908826,2025-12-31,1555.91,1506.39
908834,2025-12-31,917.21,4075.64
908860,2025-12-31,1875.24,5662.6
908862,2025-12-31,441.84,1368.09
908886,2025-12-31,2394.77,830.09
908892,2025-12-31,1624.98,3538.87
908922,2025-12-31,5535.35,1496.7
908939,2025-12-31,1093.35,1141.65
908983,2025-12-31,4119.45,3680.39
900052,2026-01-31,382.1,2394.59
900085,2026-01-31,832.75,2105.3
900091,2026-01-31,1292.24,2647.6
900098,2026-01-31,275.62,937.88
900103,2026-01-31,3460.09,1172.87
900131,2026-01-31,2792.95,4960.44
900156,2026-01-31,2277.96,1636.05
900214,2026-01-31,979.32,918.69
900232,2026-01-31,1609.93,1325.18
900260,2026-01-31,5240.37,2206.97
900263,2026-01-31,1148.46,413.78
900302,2026-01-31,452.46,1658.92
900306,2026-01-31,1589.8,2808.42
900329,2026-01-31,813.13,2365.24
900331,2026-01-31,3431.6,3009.72
900401,2026-01-31,5535.05,2276.64
900414,2026-01-31,737.35,1344.73
900417,2026-01-31,1962.89,3963.24
900419,2026-01-31,374.19,168.99
900433,2026-01-31,3357.89,4486.1
900444,2026-01-31,1328.26,4714.94
900446,2026-01-31,120.73,700.83
900448,2026-01-31,754.55,1069.08
900522,2026-01-31,621.46,255.1
900531,2026-01-31,1168.35,5047.49
900551,2026-01-31,311.28,2135.35
900589,2026-01-31,1599.01,1967.76
900616,2026-01-31,2333.69,2314.42
900640,2026-01-31,1186.88,2721.48
900652,2026-01-31,1685.15,4532.9
900661,2026-01-31,642.33,523.48
900668,2026-01-31,353.82,96.39
900669,2026-01-31,701.57,2649.03
900680,2026-01-31,1989.63,2259.01
900701,2026-01-31,5121.63,2732.29
900710,2026-01-31,1299.35,4493.37
900715,2026-01-31,2977.07,1580.49
900739,2026-01-31,5660.86,2530.74
900742,2026-01-31,1128.41,786.73
900754,2026-01-31,1102.94,2278.43
900757,2026-01-31,4504.73,2461.7
900767,2026-01-31,301.52,763.64
900777,2026-01-31,2388.58,6246.01
900786,2026-01-31,1298.13,4812.78
900804,2026-01-31,1573.11,5101.52
900808,2026-01-31,2498.0,696.26
900825,2026-01-31,3170.88,1490.96
900827,2026-01-31,887.86,508.78
