REFINANCE_DATE,DEAL_NO,REFINANCED_DEAL_NO,REFINANCE_AMOUNT
2024-08-31,520201,517065,66930.13
2024-08-31,520192,516299,74624.82
2024-08-31,520199,516962,22284.02
2024-08-31,520198,516859,22222.9
2024-08-31,520197,516578,172465.17
2024-08-31,520196,516522,109894.83
2024-08-31,520195,516451,48262.06
2024-08-31,520194,516442,125619.09
2024-08-31,520208,517651,3293.97
2024-08-31,520200,517001,5519.4
2024-08-31,520209,517784,19196.89
2024-08-31,520227,519851,147712.63
2024-08-31,520211,517962,135709.42
2024-08-31,520191,516281,153901.5
2024-08-31,520226,519763,139073.66
2024-08-31,520225,519572,16320.55
2024-08-31,520224,519520,17511.96
2024-08-31,520223,519509,139684.69
2024-08-31,520222,519449,2996.35
2024-08-31,520221,519239,2258.55
2024-08-31,520210,517788,114353.58
2024-08-31,520220,519144,81737.16
2024-08-31,520218,518846,2839.97
2024-08-31,520217,518703,9219.42
2024-08-31,520216,518589,98309.46
2024-08-31,520215,518383,13882.5
2024-08-31,520214,518105,23013.32
2024-08-31,520213,518065,3063.02
2024-08-31,520212,517976,27494.08
2024-08-31,520219,519095,22924.35
2024-08-31,520190,516265,116924.09
2024-08-31,520193,516389,65133.56
2024-08-31,520188,516160,121826.06
2024-08-31,520168,512385,64244.73
2024-08-31,520167,512354,10169.95
2024-08-31,520166,512243,6702.31
2024-08-31,520165,511987,85339.71
2024-08-31,520164,511795,3019.04
2024-08-31,520163,511674,119009.04
2024-08-31,520162,511103,18838.38
2024-08-31,520161,509857,27919.9
2024-08-31,520160,509268,85958.44
2024-08-31,520159,509024,2244.17
2024-08-31,520158,508631,10395.86
2024-08-31,520157,507665,58635.57
2024-08-31,520156,507018,2048.83
2024-08-31,520155,503035,154179.84
2024-08-31,520153,501236,146104.77
2024-08-31,520169,513395,9293.14
2024-08-31,520170,513562,2507.14
2024-08-31,520154,502233,1872.51
2024-08-31,520172,513626,36592.0
2024-08-31,520187,515790,161801.32
2024-08-31,520189,516186,159322.01
2024-08-31,520186,515572,17280.4
2024-08-31,520185,515550,92068.44
2024-08-31,520184,515338,55753.31
2024-08-31,520171,513567,3878.62
2024-08-31,520182,515052,14065.47
2024-08-31,520181,514618,61235.7
2024-08-31,520183,515310,1639.08
2024-08-31,520179,514507,3079.47
2024-08-31,520178,514273,3983.81
2024-08-31,520177,514252,13609.56
2024-08-31,520176,514206,65670.02
2024-08-31,520175,513685,2468.94
2024-08-31,520174,513658,23029.53
2024-08-31,520173,513627,22239.13
2024-08-31,520180,514563,2205.9
2024-09-30,520584,518899,3102.18
2024-09-30,520583,518831,25018.81
2024-09-30,520582,518671,3487.67
2024-09-30,520581,518338,191479.74
2024-09-30,520580,518093,15549.63
2024-09-30,520579,517829,34017.68
2024-09-30,520571,517123,1667.0
2024-09-30,520577,517567,1701.22
2024-09-30,520576,517267,2885.59
2024-09-30,520575,517252,3520.14
2024-09-30,520574,517191,133312.04
2024-09-30,520573,517160,29306.46
2024-09-30,520572,517124,27333.09
2024-09-30,520585,518987,36772.1
2024-09-30,520578,517745,17545.22
2024-09-30,520586,519019,11390.01
2024-09-30,520595,519986,29621.35
2024-09-30,520588,519212,32320.96
2024-09-30,520569,516541,27310.63
2024-09-30,520603,520525,3446.55
2024-09-30,520602,520482,42923.64
2024-09-30,520601,520264,270695.19
2024-09-30,520600,520263,2459.14
2024-09-30,520599,520241,2691.84
2024-09-30,520598,520188,254238.88
2024-09-30,520597,520070,9942.75
2024-09-30,520596,520041,1915.25
2024-09-30,520594,519775,184202.75
2024-09-30,520593,519681,4339.66
2024-09-30,520592,519613,2644.38
2024-09-30,520591,519604,2498.97
2024-09-30,520590,519558,16118.53
2024-09-30,520589,519382,6513.35
2024-09-30,520587,519086,3247.89
2024-09-30,520568,516535,5548.73
2024-09-30,520570,517117,2759.28
2024-09-30,520566,516172,167398.25
2024-09-30,520547,511702,113333.15
2024-09-30,520546,511570,158943.33
2024-09-30,520545,511445,3376.83
2024-09-30,520544,511042,3755.1
2024-09-30,520543,510834,38083.2
2024-09-30,520542,509253,14369.41
2024-09-30,520540,508470,11152.06
2024-09-30,520539,508198,2757.31
2024-09-30,520538,507903,10242.33
2024-09-30,520537,506109,14597.43
2024-09-30,520536,504496,19484.0
2024-09-30,520535,504230,3250.25
2024-09-30,520534,502283,26981.98
2024-09-30,520533,501807,70233.8
2024-09-30,520567,516528,87839.16
2024-09-30,520548,512814,9096.39
2024-09-30,520549,513187,83741.76
2024-09-30,520541,509005,18948.62
2024-09-30,520551,513661,109463.35
2024-09-30,520550,513303,2018.91
2024-09-30,520565,516152,110445.05
2024-09-30,520564,515949,93645.21
2024-09-30,520563,515688,94745.92
2024-09-30,520562,515677,91298.84
2024-09-30,520560,515407,27351.44
2024-09-30,520559,515187,2073.02
2024-09-30,520561,515495,11187.83
2024-09-30,520557,515026,15965.0
2024-09-30,520556,515008,113700.58
2024-09-30,520555,514919,1521.46
2024-09-30,520554,514377,4165.16
2024-09-30,520553,514129,96183.19
2024-09-30,520552,513804,10263.55
2024-09-30,520558,515174,31313.19
2024-10-31,520986,517889,33754.88
2024-10-31,520980,516972,183965.64
2024-10-31,520985,517814,8604.17
2024-10-31,520984,517803,68603.14
2024-10-31,520983,517696,2607.93
2024-10-31,520982,517539,173558.52
2024-10-31,520981,517422,124319.55
2024-10-31,520979,516701,9562.33
2024-10-31,520972,515983,143052.23
2024-10-31,520977,516529,13493.16
2024-10-31,520976,516493,9823.1
2024-10-31,520975,516335,78370.56
2024-10-31,520974,516291,146775.52
2024-10-31,520973,516244,46176.66
2024-10-31,520970,515780,44764.7
2024-10-31,520971,515866,76692.81
2024-10-31,520987,517916,8084.6
2024-10-31,520978,516662,75346.15
2024-10-31,520988,517945,2700.55
2024-10-31,521005,520311,63944.55
2024-10-31,520990,518090,23126.12
2024-10-31,520969,515713,52660.93
2024-10-31,521007,520618,137976.3
2024-10-31,521006,520395,76640.06
2024-10-31,521004,520235,3588.05
2024-10-31,521003,520065,2543.0
2024-10-31,521002,519997,4375.72
2024-10-31,521001,519574,2344.68
2024-10-31,521000,519548,13326.73
2024-10-31,520989,518038,3519.4
2024-10-31,520999,519469,11147.57
2024-10-31,520998,519438,27863.65
2024-10-31,520997,519310,1844.73
2024-10-31,520996,519301,3246.41
2024-10-31,520995,519280,3023.58
2024-10-31,520994,519213,30992.44
2024-10-31,520993,519202,6414.66
2024-10-31,520992,519114,3833.14
2024-10-31,520991,518921,12108.93
2024-10-31,521008,520828,227630.64
2024-10-31,520968,515520,835.07
2024-10-31,520935,509990,25884.91
2024-10-31,520966,515478,109595.36
2024-10-31,520943,511501,2608.8
2024-10-31,520942,511284,14890.7
2024-10-31,520941,511259,2894.35
2024-10-31,520940,511088,35847.9
2024-10-31,520939,510825,10598.38
2024-10-31,520938,510785,31715.24
2024-10-31,520937,510381,3616.56
2024-10-31,520934,509303,21983.19
2024-10-31,520933,509180,83258.83
2024-10-31,520932,509059,16499.16
2024-10-31,520931,508149,7535.14
2024-10-31,520930,507522,83259.45
2024-10-31,520929,507230,13959.94
2024-10-31,520928,505799,130396.89
2024-10-31,520927,505430,7937.22
2024-10-31,520926,505285,2172.87
2024-10-31,520967,515494,6330.82
2024-10-31,520944,512138,24404.08
2024-10-31,520945,512319,55135.57
2024-10-31,520936,510038,2531.16
2024-10-31,520947,512780,35351.37
2024-10-31,520965,515469,17501.95
2024-10-31,520946,512686,136675.12
2024-10-31,520964,515419,3169.35
2024-10-31,520963,514775,21701.78
2024-10-31,520962,514764,1414.94
2024-10-31,520961,514541,18168.41
2024-10-31,520959,514431,18229.98
2024-10-31,520958,514336,1502.89
2024-10-31,520957,514296,163622.16
2024-10-31,520960,514436,9740.24
2024-10-31,520955,514258,3795.46
2024-10-31,520954,514104,14670.3
2024-10-31,520953,513521,48459.02
2024-10-31,520952,513519,3384.33
2024-10-31,520951,513514,30167.38
2024-10-31,520950,513412,4292.74
2024-10-31,520956,514278,96969.12
2024-10-31,520949,513317,33228.28
2024-10-31,520948,513028,19965.62
2024-11-30,521380,518214,72120.33
2024-11-30,521374,517609,1487.42
2024-11-30,521375,517668,127456.22
2024-11-30,521376,517734,91497.45
2024-11-30,521379,517983,166415.15
2024-11-30,521378,517850,4764.55
2024-11-30,521373,517570,4057.61
2024-11-30,521377,517800,102813.22
2024-11-30,521372,517506,153312.74
2024-11-30,521363,516416,96249.97
2024-11-30,521370,517310,34983.58
2024-11-30,521369,517219,2723.05
2024-11-30,521368,517076,28227.27
2024-11-30,521367,516815,21944.74
2024-11-30,521366,516671,10227.56
2024-11-30,521365,516655,19391.44
2024-11-30,521364,516514,116034.92
2024-11-30,521362,516399,63168.09
2024-11-30,521381,518395,27992.63
2024-11-30,521371,517382,21200.82
2024-11-30,521382,518612,180805.12
2024-11-30,521403,520982,79804.07
2024-11-30,521384,518683,2412.35
2024-11-30,521361,516341,138967.94
2024-11-30,521404,521206,243764.04
2024-11-30,521401,520823,24215.26
2024-11-30,521400,520810,1961.26
2024-11-30,521399,520640,2587.27
2024-11-30,521398,520228,122990.54
2024-11-30,521397,520214,41058.23
2024-11-30,521396,520114,20752.79
2024-11-30,521395,519979,214979.23
2024-11-30,521394,519854,75873.93
2024-11-30,521393,519840,45097.23
2024-11-30,521392,519746,24243.71
2024-11-30,521391,519578,19022.2
2024-11-30,521390,519498,188318.6
2024-11-30,521389,519443,55267.15
2024-11-30,521388,519323,92852.72
2024-11-30,521387,519296,17144.05
2024-11-30,521386,519266,3980.41
2024-11-30,521385,518859,30289.98
2024-11-30,521383,518618,49311.37
2024-11-30,521360,516311,73795.17
2024-11-30,521402,520933,76244.19
2024-11-30,521358,515715,90848.84
2024-11-30,521334,511916,2252.43
2024-11-30,521333,511860,2440.98
2024-11-30,521332,511779,1423.71
2024-11-30,521331,510778,2725.48
2024-11-30,521330,510437,58940.95
2024-11-30,521329,510166,60523.3
2024-11-30,521328,509649,883.1
2024-11-30,521327,509623,128775.06
2024-11-30,521326,509526,3462.69
2024-11-30,521325,509437,25507.2
2024-11-30,521324,508591,4479.51
2024-11-30,521323,508487,56478.77
2024-11-30,521322,508292,2630.57
2024-11-30,521321,504879,25064.65
2024-11-30,521320,503110,97576.97
2024-11-30,521319,503085,1077.29
2024-11-30,521318,503056,15225.62
2024-11-30,521317,502376,7036.37
2024-11-30,521316,502113,55627.96
2024-11-30,521335,512444,17118.28
2024-11-30,521336,512596,2469.28
2024-11-30,521359,515770,52161.42
2024-11-30,521338,512904,202967.9
2024-11-30,521337,512626,102055.2
2024-11-30,521357,515632,2402.05
2024-11-30,521355,515453,22794.56
2024-11-30,521354,515426,8479.31
2024-11-30,521353,515101,24158.07
2024-11-30,521352,514903,20296.11
2024-11-30,521351,514784,15056.19
2024-11-30,521350,514545,19785.61
2024-11-30,521349,514384,3142.91
2024-11-30,521356,515599,11565.93
2024-11-30,521347,513876,1232.04
2024-11-30,521348,514140,7994.14
2024-11-30,521340,513010,2303.41
2024-11-30,521341,513024,144400.89
2024-11-30,521342,513049,17960.29
2024-11-30,521339,512925,1242.63
2024-11-30,521344,513438,16884.2
2024-11-30,521345,513520,2894.94
2024-11-30,521346,513728,29893.21
2024-11-30,521343,513331,35403.5
2024-12-31,521766,518141,27319.68
2024-12-31,521760,517380,102829.75
2024-12-31,521764,517973,34584.24
2024-12-31,521763,517883,14152.51
2024-12-31,521762,517833,98836.81
2024-12-31,521761,517636,3273.03
2024-12-31,521765,517975,2887.99
2024-12-31,521755,516858,166451.37
2024-12-31,521758,517228,2031.31
2024-12-31,521757,517155,76212.07
2024-12-31,521756,517033,1720.27
2024-12-31,521754,516807,19240.34
2024-12-31,521753,516799,27616.43
2024-12-31,521752,516786,187068.98
2024-12-31,521767,518220,2451.07
2024-12-31,521751,516566,69782.94
2024-12-31,521759,517321,3112.07
2024-12-31,521768,518751,30696.39
2024-12-31,521779,520616,2803.32
2024-12-31,521770,519167,18113.4
2024-12-31,521750,516377,104628.78
2024-12-31,521788,521598,20392.74
2024-12-31,521786,521417,19578.6
2024-12-31,521785,521369,2088.11
2024-12-31,521784,521296,3134.15
2024-12-31,521783,521215,1698.93
2024-12-31,521782,520939,42050.94
2024-12-31,521781,520904,162994.24
2024-12-31,521780,520888,160996.19
2024-12-31,521778,520582,2929.39
2024-12-31,521777,520486,33689.24
2024-12-31,521776,520343,92022.57
2024-12-31,521775,520118,17149.96
2024-12-31,521774,520055,145599.96
2024-12-31,521773,519747,236719.34
2024-12-31,521772,519353,2122.18
2024-12-31,521771,519342,16816.56
2024-12-31,521769,519166,2776.72
2024-12-31,521749,516355,143127.8
2024-12-31,521787,521435,227902.15
2024-12-31,521747,515757,57710.38
2024-12-31,521725,512214,2521.17
2024-12-31,521724,512128,11774.66
2024-12-31,521723,511669,142829.98
2024-12-31,521722,511630,25602.11
2024-12-31,521721,511116,1653.45
2024-12-31,521720,510919,1591.07
2024-12-31,521719,510489,77751.52
2024-12-31,521718,509911,753.71
2024-12-31,521717,509561,22738.27
2024-12-31,521716,509536,13002.17
2024-12-31,521715,509286,3446.7
2024-12-31,521714,508320,20193.69
2024-12-31,521713,506910,76114.57
2024-12-31,521712,504853,20493.94
2024-12-31,521711,504004,52172.59
2024-12-31,521710,503204,11972.02
2024-12-31,521709,500325,2799.09
2024-12-31,521726,512276,1080.18
2024-12-31,521727,512375,6411.58
2024-12-31,521748,516042,159189.07
2024-12-31,521729,512641,3070.16
2024-12-31,521728,512552,2957.6
2024-12-31,521745,515355,143919.78
2024-12-31,521744,515349,1967.47
2024-12-31,521743,515303,20737.48
2024-12-31,521742,515176,4061.33
2024-12-31,521741,514880,24551.04
2024-12-31,521740,514832,3838.7
2024-12-31,521739,514659,1856.96
2024-12-31,521746,515705,184014.9
2024-12-31,521737,514508,33567.21
2024-12-31,521736,514342,153542.37
2024-12-31,521735,514294,2777.61
2024-12-31,521734,513779,30122.89
2024-12-31,521733,513763,2192.52
2024-12-31,521732,513348,1924.24
2024-12-31,521731,513279,10804.2
2024-12-31,521730,513129,87502.63
2024-12-31,521738,514570,20516.55
2025-01-31,522157,519060,119785.91
2025-01-31,522158,519093,1715.77
2025-01-31,522161,519385,3969.65
2025-01-31,522160,519162,3847.2
2025-01-31,522156,518738,2596.1
2025-01-31,522162,519611,23821.6
2025-01-31,522159,519148,196788.56
2025-01-31,522155,518509,92829.97
2025-01-31,522151,518100,180048.96
2025-01-31,522153,518456,21052.53
2025-01-31,522152,518314,15545.53
2025-01-31,522150,518084,9057.2
2025-01-31,522149,518013,63412.14
2025-01-31,522148,517713,152388.83
2025-01-31,522147,517622,13282.74
2025-01-31,522163,519629,28094.44
2025-01-31,522146,517481,21238.0
2025-01-31,522154,518467,1940.22
2025-01-31,522164,519978,20741.39
2025-01-31,522174,521072,4114.19
2025-01-31,522166,520521,1515.36
2025-01-31,522185,522084,40145.09
2025-01-31,522145,517322,27198.01
2025-01-31,522183,521778,3688.58
2025-01-31,522182,521644,1537.15
2025-01-31,522181,521587,156750.16
2025-01-31,522180,521566,33037.26
2025-01-31,522179,521467,219384.31
2025-01-31,522178,521357,3931.77
2025-01-31,522165,520269,1697.4
2025-01-31,522177,521316,204382.73
2025-01-31,522175,521274,180972.67
2025-01-31,522173,521018,96131.87
2025-01-31,522172,520996,1751.54
2025-01-31,522171,520944,6821.57
2025-01-31,522170,520921,249983.75
2025-01-31,522169,520814,3116.95
2025-01-31,522168,520736,105563.7
2025-01-31,522167,520548,9770.16
2025-01-31,522176,521310,59661.51
2025-01-31,522184,521873,91827.48
2025-01-31,522143,517129,3839.37
2025-01-31,522142,516998,17492.44
2025-01-31,522119,513692,2034.84
2025-01-31,522118,513666,1319.26
2025-01-31,522117,513473,17500.23
2025-01-31,522116,513230,1305.48
2025-01-31,522115,513070,119733.82
2025-01-31,522114,512731,83842.39
2025-01-31,522113,512449,8159.9
2025-01-31,522112,512424,9181.15
2025-01-31,522111,512084,14323.91
2025-01-31,522110,511152,2935.91
2025-01-31,522109,510556,1759.75
2025-01-31,522108,510478,86166.45
2025-01-31,522107,510043,2182.56
2025-01-31,522106,509414,2868.39
2025-01-31,522105,508977,2603.98
2025-01-31,522104,507750,2325.39
2025-01-31,522144,517195,927.35
2025-01-31,522120,514031,27680.07
2025-01-31,522121,514106,20170.64
2025-01-31,522103,506042,2390.13
2025-01-31,522123,514931,1028.61
2025-01-31,522122,514283,2113.07
2025-01-31,522140,516873,25715.3
2025-01-31,522139,516872,102865.37
2025-01-31,522138,516856,81558.51
2025-01-31,522137,516638,158359.64
2025-01-31,522136,516441,122339.31
2025-01-31,522135,516370,35075.04
2025-01-31,522134,516367,161560.96
2025-01-31,522133,516242,72643.79
2025-01-31,522141,516983,29072.25
2025-01-31,522131,516123,105342.94
2025-01-31,522130,515863,167189.53
2025-01-31,522129,515800,144329.78
2025-01-31,522128,515540,3382.35
2025-01-31,522127,515529,1492.22
2025-01-31,522126,515396,10828.94
2025-01-31,522125,515271,2195.47
2025-01-31,522132,516136,65408.53
2025-01-31,522124,514964,60501.24
2025-02-28,522550,519817,5127.71
2025-02-28,522549,519767,162197.12
2025-02-28,522548,519695,216864.48
2025-02-28,522547,519601,3633.63
2025-02-28,522546,519554,4511.73
2025-02-28,522545,519160,143280.57
2025-02-28,522544,519108,85802.79
2025-02-28,522540,517741,1922.68
2025-02-28,522542,518333,78436.2
2025-02-28,522541,518205,21504.57
2025-02-28,522539,517731,102942.81
2025-02-28,522538,517602,111536.91
2025-02-28,522537,517523,24913.26
2025-02-28,522536,517454,20947.06
2025-02-28,522535,517411,2729.58
2025-02-28,522551,520370,30964.61
2025-02-28,522543,518672,27938.69
2025-02-28,522552,520429,2087.42
2025-02-28,522562,521324,8634.29
2025-02-28,522554,520559,3090.15
2025-02-28,522534,517312,3502.66
2025-02-28,522571,522247,19049.33
2025-02-28,522570,521847,2283.41
2025-02-28,522569,521809,73478.42
2025-02-28,522568,521718,2569.63
2025-02-28,522567,521634,19093.52
2025-02-28,522566,521497,4129.4
2025-02-28,522565,521425,215579.85
2025-02-28,522564,521366,4741.94
2025-02-28,522563,521331,2819.9
2025-02-28,522572,522488,161343.47
2025-02-28,522560,521136,2822.56
2025-02-28,522559,520908,106135.67
2025-02-28,522558,520885,1609.86
2025-02-28,522557,520744,178180.91
2025-02-28,522556,520700,76492.29
2025-02-28,522555,520644,22083.84
2025-02-28,522553,520457,2478.63
2025-02-28,522533,517290,127367.08
2025-02-28,522561,521181,35085.54
2025-02-28,522531,517017,119990.23
2025-02-28,522509,513806,28007.66
2025-02-28,522508,513739,14465.78
2025-02-28,522507,513686,28702.37
2025-02-28,522506,512251,30436.86
2025-02-28,522505,512213,23372.45
2025-02-28,522504,511934,163882.71
2025-02-28,522503,511778,3058.63
2025-02-28,522510,514344,6221.9
2025-02-28,522502,511448,22250.2
2025-02-28,522500,511069,50516.97
2025-02-28,522499,509019,52298.88
2025-02-28,522498,507153,1172.99
2025-02-28,522496,501744,2735.5
2025-02-28,522495,501403,54620.99
2025-02-28,522494,500910,3701.74
2025-02-28,522532,517184,12344.26
2025-02-28,522501,511203,1981.35
2025-02-28,522511,514455,146777.28
2025-02-28,522497,506799,127035.43
2025-02-28,522513,515246,3558.36
2025-02-28,522512,514714,4775.36
2025-02-28,522530,516914,7213.19
2025-02-28,522529,516860,122953.29
2025-02-28,522527,516583,12527.64
2025-02-28,522526,516488,101324.19
2025-02-28,522525,516356,86110.97
2025-02-28,522524,516204,138035.58
2025-02-28,522523,516118,69093.23
2025-02-28,522528,516816,42881.08
2025-02-28,522521,516073,105667.24
2025-02-28,522520,515865,58394.02
2025-02-28,522519,515743,98749.67
2025-02-28,522518,515730,142054.73
2025-02-28,522517,515602,3711.37
2025-02-28,522516,515573,27647.93
2025-02-28,522515,515320,2955.82
2025-02-28,522522,516074,106120.37
2025-02-28,522514,515279,4495.52
2025-03-31,522896,519872,2360.63
2025-03-31,522895,519783,138108.89
2025-03-31,522894,519675,131371.4
2025-03-31,522893,519652,1205.41
2025-03-31,522892,519429,4179.8
2025-03-31,522891,519233,51497.12
2025-03-31,522888,518410,10436.36
2025-03-31,522889,518443,3054.23
2025-03-31,522887,518173,12246.46
2025-03-31,522886,518040,131790.53
2025-03-31,522897,520038,29825.17
2025-03-31,522885,517893,111064.9
2025-03-31,522890,518953,5128.57
2025-03-31,522898,520101,4343.85
2025-03-31,522908,522054,1561.25
2025-03-31,522900,520564,84238.59
2025-03-31,522901,520950,14110.65
2025-03-31,522902,521060,2207.79
2025-03-31,522903,521547,92223.48
2025-03-31,522904,521666,9488.34
2025-03-31,522905,521804,18706.46
2025-03-31,522906,521824,10555.57
2025-03-31,522907,521868,23361.85
2025-03-31,522909,522319,39324.01
2025-03-31,522910,522327,32805.35
2025-03-31,522911,522543,24559.23
2025-03-31,522912,522594,13363.62
2025-03-31,522913,522832,85733.14
2025-03-31,522884,517885,3869.34
2025-03-31,522899,520439,141849.34
2025-03-31,522883,517358,34332.52
2025-03-31,522882,517061,25639.85
2025-03-31,522856,508143,40225.91
2025-03-31,522881,517012,1475.16
2025-03-31,522850,501328,2180.58
2025-03-31,522851,502432,9972.52
2025-03-31,522852,503112,1166.59
2025-03-31,522853,505649,3780.85
2025-03-31,522854,506831,8854.8
2025-03-31,522855,507627,1059.75
2025-03-31,522857,509440,167621.15
2025-03-31,522858,509878,42083.05
2025-03-31,522859,510588,1976.59
2025-03-31,522860,511244,22706.23
2025-03-31,522862,511373,1295.92
2025-03-31,522863,512050,29633.12
2025-03-31,522864,513295,6984.02
2025-03-31,522865,514178,1941.18
2025-03-31,522861,511326,2212.62
2025-03-31,522867,514566,3297.58
2025-03-31,522880,516821,12556.11
2025-03-31,522879,516685,17149.18
2025-03-31,522878,516475,114257.46
2025-03-31,522877,516332,86036.36
2025-03-31,522866,514368,26776.5
2025-03-31,522875,516257,59544.78
2025-03-31,522874,516237,113794.88
2025-03-31,522876,516313,192186.16
2025-03-31,522873,516080,49328.21
2025-03-31,522872,516000,61169.82
2025-03-31,522871,515758,78493.96
2025-03-31,522870,515635,14470.79
2025-03-31,522869,515025,2143.32
2025-03-31,522868,514694,2826.13
2025-04-30,523282,519458,40822.96
2025-04-30,523288,519921,34998.53
2025-04-30,523287,519830,2281.76
2025-04-30,523286,519784,1689.56
2025-04-30,523285,519677,1193.98
2025-04-30,523284,519638,15463.66
2025-04-30,523283,519555,3232.23
2025-04-30,523289,519995,90151.09
2025-04-30,523281,519341,2622.01
2025-04-30,523272,518543,3917.55
2025-04-30,523279,519055,22416.21
2025-04-30,523278,518923,66554.55
2025-04-30,523312,523226,12947.6
2025-04-30,523276,518875,3069.1
2025-04-30,523275,518794,3755.15
2025-04-30,523274,518677,1313.21
2025-04-30,523273,518593,959.51
2025-04-30,523290,520027,142146.69
2025-04-30,523280,519185,42658.95
2025-04-30,523291,520159,2154.9
2025-04-30,523307,522505,10622.73
2025-04-30,523293,520221,3148.67
2025-04-30,523311,523118,12828.32
2025-04-30,523310,522917,38322.96
2025-04-30,523309,522883,19929.93
2025-04-30,523308,522700,145710.04
2025-04-30,523306,522348,225334.14
2025-04-30,523305,521987,3258.75
2025-04-30,523304,521619,81932.12
2025-04-30,523303,521589,2992.31
2025-04-30,523302,521530,42302.7
2025-04-30,523301,521396,33485.58
2025-04-30,523300,521202,216578.83
2025-04-30,523299,521172,4139.18
2025-04-30,523298,521109,10317.34
2025-04-30,523297,521052,3252.12
2025-04-30,523296,520872,278557.38
2025-04-30,523295,520768,206536.81
2025-04-30,523294,520568,20616.18
2025-04-30,523292,520164,3064.34
2025-04-30,523271,518481,152311.26
2025-04-30,523277,518901,3461.96
2025-04-30,523269,518306,28003.7
2025-04-30,523246,514142,10799.65
2025-04-30,523245,514069,1366.79
2025-04-30,523244,513589,2827.71
2025-04-30,523243,513529,1320.14
2025-04-30,523242,513294,34852.64
2025-04-30,523241,512179,1216.57
2025-04-30,523240,511907,8314.19
2025-04-30,523239,511510,179148.73
2025-04-30,523247,514441,8465.66
2025-04-30,523238,509832,13301.28
2025-04-30,523236,508488,3841.53
2025-04-30,523235,505672,27296.91
2025-04-30,523234,505194,24741.38
2025-04-30,523233,505170,31272.94
2025-04-30,523270,518472,30954.47
2025-04-30,523231,504589,80399.55
2025-04-30,523230,503547,3124.77
2025-04-30,523229,502149,31346.36
2025-04-30,523237,509503,2012.55
2025-04-30,523248,514574,195425.18
2025-04-30,523232,504714,20160.1
2025-04-30,523250,515286,3386.85
2025-04-30,523249,515136,48829.42
2025-04-30,523268,518283,15290.72
2025-04-30,523266,517825,3562.98
2025-04-30,523265,517614,101058.9
2025-04-30,523264,517424,35036.86
2025-04-30,523263,517238,15219.29
2025-04-30,523262,517232,8956.33
2025-04-30,523261,517131,64459.25
2025-04-30,523260,517072,3577.61
2025-04-30,523267,518258,51527.4
2025-04-30,523258,517005,112964.94
2025-04-30,523257,516949,1676.01
2025-04-30,523256,516590,49687.83
2025-04-30,523255,516196,115939.79
2025-04-30,523254,515951,73928.36
2025-04-30,523253,515661,2687.41
2025-04-30,523252,515569,4199.39
2025-04-30,523259,517052,16663.36
2025-04-30,523251,515361,2696.75
2025-05-31,523647,521053,11039.87
2025-05-31,523646,520956,153167.82
2025-05-31,523645,520923,12425.66
2025-05-31,523644,520910,2117.72
2025-05-31,523643,520886,2932.98
2025-05-31,523642,520523,148107.38
2025-05-31,523641,520485,3293.25
2025-05-31,523638,520194,240306.95
2025-05-31,523639,520413,3192.49
2025-05-31,523637,520006,37242.83
2025-05-31,523636,519983,152580.2
2025-05-31,523635,519865,180810.84
2025-05-31,523634,519828,3475.32
2025-05-31,523648,521442,32017.08
2025-05-31,523640,520446,33989.2
2025-05-31,523649,522036,13165.73
2025-05-31,523659,522823,15169.51
2025-05-31,523651,522107,4165.18
2025-05-31,523666,523595,249417.59
2025-05-31,523665,523585,2012.25
2025-05-31,523664,523421,2188.38
2025-05-31,523663,523366,361521.38
2025-05-31,523662,523233,16050.4
2025-05-31,523661,522945,2673.83
2025-05-31,523650,522079,3210.98
2025-05-31,523660,522929,22604.25
2025-05-31,523657,522635,34784.28
2025-05-31,523656,522551,9518.28
2025-05-31,523655,522431,28832.97
2025-05-31,523654,522407,28485.32
2025-05-31,523653,522367,9311.58
2025-05-31,523652,522292,56529.51
2025-05-31,523658,522690,2460.28
2025-05-31,523632,519434,19340.6
2025-05-31,523633,519491,21509.82
2025-05-31,523630,519299,31100.11
2025-05-31,523610,511816,12948.11
2025-05-31,523609,511456,67138.66
2025-05-31,523608,510544,177048.35
2025-05-31,523607,510173,1675.9
2025-05-31,523606,510157,3395.18
2025-05-31,523605,509949,83225.19
2025-05-31,523611,511922,7502.2
2025-05-31,523604,509402,2249.95
2025-05-31,523601,508015,7228.48
2025-05-31,523600,507920,23445.84
2025-05-31,523599,507099,153180.9
2025-05-31,523598,503460,6480.47
2025-05-31,523597,501296,78080.83
2025-05-31,523631,519415,80014.18
2025-05-31,523603,509051,1752.38
2025-05-31,523612,512836,822.49
2025-05-31,523602,508258,106630.93
2025-05-31,523614,514016,4162.96
2025-05-31,523629,518094,120690.92
2025-05-31,523613,513332,3240.97
2025-05-31,523628,517910,36840.63
2025-05-31,523627,517613,22505.05
2025-05-31,523625,517471,2025.44
2025-05-31,523624,516563,12888.5
2025-05-31,523623,516526,127879.78
2025-05-31,523626,517564,3573.16
2025-05-31,523621,515653,3750.22
2025-05-31,523620,515636,2671.4
2025-05-31,523619,515514,71186.34
2025-05-31,523618,515368,123375.4
2025-05-31,523617,514987,39642.27
2025-05-31,523615,514321,15757.59
2025-05-31,523622,515766,143791.53
2025-05-31,523616,514495,1853.71
2025-06-30,524064,521311,209334.36
2025-06-30,524065,521525,3514.45
2025-06-30,524066,521931,3459.58
